placenm,hhs,white_hhs,black_hhs,hispanic_hhs,asian_hhs,other_hhs,ho_rate,white_ho_rate,black_ho_rate,hispanic_ho_rate,asian_ho_rate,other_ho_rate,mean_hv,white_mean_hv,black_mean_hv,hispanic_mean_hv,asian_mean_hv,other_mean_hv,hw,white_hw,black_hw,hispanic_hw,asian_hw,other_hw
"Augusta, GA",66754.5165,24896.844,36744.7185,1875.8565,1060.479,2176.6185,0.507379939,0.640963288,0.431502299,0.586153045,0.580110497,0.157021086,150018.3945,158840.1479,134127.9934,172490.8257,253026.1438,218724.3402,5045868700,2513486500,2114930200,188015000,154852000,74585000
"Augusta, KS",3802.373,2898.965,453.71,184.493,102.07,163.135,0.685121107,0.766541162,0.402340702,0.517428846,0.627745665,0.250271248,214463.8726,218289.1945,143535.7143,220681.8182,344122.807,111486.4865,511710800,444436800,24114000,19420000,19615000,4125000
"Aurora, CO",132437.7975,71539.7084,19031.0726,29156.7447,7672.2906,5037.9812,0.620790481,0.7478394,0.420171331,0.423371094,0.71225867,0.577775459,363683.0829,373866.7344,378750.7203,309253.1286,380692.7323,334608.8529,29748912500,19879242000,3023567000,3805669000,2069065000,971369500
"Aurora, IL",62890.0908,32370.4596,5040.7194,20159.061,4172.5167,1147.3341,0.648625042,0.724909476,0.443993709,0.542753643,0.751824456,0.880287006,260103.1478,283630.9143,224343.1417,196991.1757,361927.6873,169263.4731,10477475000,6558114000,495574000,2143067000,1111118000,169602000
"Aurora, OH",5876.1297,5336.1756,235.3572,55.2762,78.4845,170.8362,0.685114473,0.726340865,0.26391162,0.554006969,0.035582822,0.31848929,173351.8838,174603.8336,198583.3333,40000,275000,128711.5385,662550900,642192900,11915000,1200000,550000,6693000
"Austin, MN",9869.708,9036.2755,138.2895,423.8155,190.999,80.3285,0.781826423,0.784605781,0.724331927,0.875631023,0.657841141,0.368038741,178436.0826,188573.8804,85000,38899.45652,134674.7967,83965.51724,1321854500,1280039500,8500000,14315000,16565000,2435000
"Austin, TX",390575.8241,227125.5084,27648.2173,100447.6782,25647.956,9706.4642,0.453264795,0.531308693,0.238725663,0.344456491,0.46876746,0.323227144,483694.677,531843.6674,341490.5445,341409.7469,513025.088,391748.9567,85007404700,63681365200,2239153500,11748250800,6118337200,1220298000
"Avenal, CA",4538.7654,1793.9688,179.0724,2267.811,154.7364,143.1768,0.521793526,0.661994122,0.781426954,0.37616812,0.755570118,0.494334278,254342.0819,267273.3749,309447.7612,227568.0982,284532.1101,203955.2239,571761000,300148000,41466000,185468000,31014000,13665000
"Aventura, FL",15085.4222,5502.2082,1780.5848,7338.4292,320.6741,143.5259,0.539695336,0.693922287,0.489527261,0.432567081,0.618229224,0.551602881,540758.0686,632954.323,282357.9952,485027.8768,913227.9793,244473.6842,4255766000,2328006000,236616000,1496311000,176253000,18580000
"Avon, OH",8331.5296,7578.312,191.7488,338.752,116.4144,106.3024,0.843219953,0.868734884,0.391562294,0.785447761,0.339847991,0.57431629,246037.4332,247162.4108,178333.3333,231216.2162,308684.2105,232931.0345,1656324000,1558359000,12840000,59885000,11730000,13510000
"Avon Lake, OH",8878.6158,8075.9385,204.3399,360.996,124.0587,113.2827,0.843219953,0.868734884,0.391562294,0.785447761,0.339847991,0.57431629,246054.6073,247213.7987,177947.3684,230465.9498,308414.6341,232523.8095,1773069500,1667951500,13524000,64300000,12645000,14649000
"Avon Park, FL",3547.3584,2498.8003,330.0114,654.0941,29.5848,34.8678,0.75514628,0.820150814,0.573283529,0.591941129,0.867063492,0.784511785,159667.1698,164410.381,134045.4545,140801.1364,317272.7273,121875,380806200,297747200,23592000,49562000,6980000,2925000
"Avondale, AZ",28103.7834,12210.8469,1917.2664,12442.4433,691.1247,842.1021,0.599775726,0.644859252,0.412079511,0.571596866,0.72640509,0.685813751,258799.0017,258393.2258,461103.3163,232763.0573,272481.8548,296637.6307,4329189700,2017792700,361505000,1644471000,135151000,170270000
"Azle, TX",4532.3348,3000.6868,320.4572,806.74,255.8408,148.61,0.773935853,0.78715686,0.703926765,0.730813397,0.915811708,0.647792208,273447.0765,296812.9206,225434.3891,210293.5943,284733.6245,182340.4255,911946000,661596000,49821000,118185000,65204000,17140000
"Azusa, CA",13067.6574,2471.5414,423.5258,7371.0494,2504.4882,297.0526,0.582855516,0.624166846,0.69259724,0.519789489,0.693082962,0.718246869,502654.6068,560317.9625,310294.1176,483738.8355,516240.1669,586380.9524,3726178600,835994400,89675000,1811118200,866251000,123140000
"Bainbridge, GA",4573.1376,2405.4804,2010.744,99.3888,11.9016,45.6228,0.604328372,0.753135715,0.437071651,0.516806723,0.087719298,0.455377574,131987.6626,163182.9594,74309.7561,82000,90000,42315.78947,334852700,269088700,60934000,3936000,90000,804000
"Bainbridge Island, WA",10109.7948,8449.5621,383.5188,317.1693,361.4646,598.08,0.738611994,0.77121812,0.533138402,0.503241014,0.717683557,0.5471875,504939.2634,514595.4502,484400,401889.6104,520940,358311.4754,3633038000,3234747000,96880000,61891000,130235000,109285000
"Bakersfield, CA",111570.6003,40554.9371,7745.7004,54631.7787,5455.8268,3182.3573,0.581763323,0.729224171,0.396279631,0.484466871,0.777457342,0.488826318,291087.1898,298042.8732,275228.0759,274114.0648,354333.4124,306444.2283,18735244800,8729973800,841097000,7197413000,1494224000,472537000
"Balch Springs, TX",8236.0145,2486.9327,2065.5859,3124.1149,338.3778,221.0032,0.642138306,0.751049194,0.429013676,0.687440881,0.902092868,0.370105501,184621.0485,174825.6964,191102.9412,175539.6694,289855.2901,179000,929751600,307518400,162437500,361085100,84927600,13783000
"Baldwin, PA",9043.7536,8012.1664,303.0944,121.52,458.0128,148.96,0.650900706,0.710830169,0.112778065,0.348387097,0.191372818,0.182105263,194502.6344,194803.6654,162272.7273,183500,192261.9048,195769.2308,1107498000,1073563000,5355000,7340000,16150000,5090000
"Baldwin Park, CA",18192.4218,3440.8098,589.6206,10261.7658,3486.6774,413.5482,0.582855516,0.624166846,0.69259724,0.519789489,0.693082962,0.718246869,502866.9941,561923.7458,310482.6733,483588.8273,515935.3265,585890.411,5221268000,1176106400,125435000,2532071100,1216575500,171080000
"Baldwinsville, NY",2957.9418,2769.6438,49.9554,40.7484,36.234,61.3602,0.755627849,0.772685354,0.424494649,0.548104956,0.542622951,0.518877057,179543.3615,180755.8381,189736.8421,152714.2857,160512.5,120178.5714,361061700,348316500,3605000,3207000,2568200,3365000
"Ballwin, MO",12296.925,10387.2692,303.6574,466.0168,961.6262,178.3554,0.752693767,0.782095375,0.33713784,0.708810069,0.619351261,0.581464873,336157.2199,343190.6195,245404.0404,217165.1376,339174.359,237599.0099,3054324500,2736602000,24295000,71013000,198417000,23997500
"Baltimore, MD",242693,77033,145086,9301,6443,4830,0.477075977,0.607259227,0.421391451,0.312869584,0.406487661,0.483850932,242894.8542,304984.8222,192890.3039,276709.622,257975.3723,249216.9448,28123094900,14266885000,11792927400,805225000,675637500,582420000
"Banning, CA",11213.313,5033.3115,747.8145,4212.75,687.603,531.834,0.77969798,0.845915159,0.705138774,0.717560976,0.777943814,0.752318393,297454.6882,304079.3628,394364.3411,286114.4976,306499.0403,171733.1606,2537883400,1259800800,203492000,848615600,159686000,66289000
"Bardstown, KY",4507.4988,4060.7092,255.6678,62.905,33.8046,94.4122,0.762341634,0.758877095,0.908429611,0.44,0.715210356,0.747392816,196763.5028,204674.1858,85152.83843,237037.037,84565.21739,253571.4286,642629600,597034600,19500000,6400000,1945000,17750000
"Barstow, CA",8374.8423,5084.5344,718.3398,1979.8977,249.4551,342.6153,0.534524525,0.574917007,0.296656123,0.546274285,0.636955107,0.291331123,238921.9986,238346.0092,216548.0769,255060.554,202290.3226,186351.0638,1032859800,671897400,45042000,267048400,31355000,17517000
"Bartlett, TN",19358.9048,9694.0282,8477.8902,762.2686,209.5478,215.17,0.643179536,0.818103252,0.443456368,0.551659612,0.758933284,0.8431259,185679.2434,196877.299,166527.2925,129448.4412,331210.1911,96516.85393,2267700600,1530721000,613819600,53980000,52000000,17180000
"Bartlett, IL",13999.805,8760.5206,690.1542,2461.3758,1871.9202,215.8342,0.785401397,0.841731141,0.494164927,0.619374823,0.864902788,0.634145098,260548.7339,262331.9853,247976.1194,217917.1159,287459.9616,357954.5455,2757647800,1855211800,83072000,323389000,448725000,47250000
"Bartow, FL",6085.0042,3589.8808,901.318,1472.5414,46.64,74.624,0.722038055,0.798233078,0.660543338,0.575500831,0.8725,0.596875,186068.5976,190158.9072,208187.175,158994.6012,232631.5789,103243.9024,770882200,508104600,120124000,129580600,8840000,4233000
"Baton Rouge, LA",83867.0949,38653.9411,38914.8609,2671.7936,1888.5153,1737.984,0.535938705,0.68583039,0.402344185,0.32399621,0.688319973,0.353773625,246813.2124,293328.5404,176149.8744,160301.5222,214659.1963,234754.9342,10982200700,7690781000,2734022200,136897500,277769000,142731000
"Battle Creek, MI",21109.824,18258.572,1486.06,679.916,397.712,287.564,0.781853037,0.808891955,0.382146078,0.950729208,0.961590296,0.482758621,179453.7427,185753.0834,86176.25899,174200,123021.1082,74117.64706,2896024500,2680788500,47914000,110617000,46625000,10080000
"Bay Village, OH",6548.719,6054.798,26.878,199.773,222.574,44.696,0.728054601,0.7316325,0.292134831,0.547241119,0.925373134,0.331081081,243450.9162,244929.7627,149000,147311.3208,244950.2488,570769.2308,1115979000,1042666000,1043000,15615000,49235000,7420000
"Bayonne, NJ",24706.1118,10710.337,2239.6844,8581.7858,2489.4838,684.8208,0.373513262,0.430661369,0.187304426,0.348713761,0.336818822,0.532894737,370025.6298,376091.3262,414288.9952,356738.1464,371303.7215,348650.1377,3392765000,1721370000,173172800,1062366200,309296000,126560000
"Beach Park, IL",4533.9729,1555.9997,943.5019,1802.3913,67.8834,164.1966,0.562778595,0.699521472,0.35697448,0.557594292,0.837606838,0.392815077,187516.3726,257815.7129,157090.0621,124782.8335,106207.2727,227096.7742,456977400,265808000,50583000,120665000,5841400,14080000
"Beachwood, NJ",4430.2211,3679.9903,180.9212,302.4202,110.6764,156.213,0.802378373,0.839441778,0.558690745,0.699189737,0.957564576,0.30130719,304907.503,311899.6878,277371.134,246911.7647,272450.9804,253913.0435,1015951800,899206800,26905000,50370000,27790000,11680000
"Beachwood, OH",5372.1324,3882.6468,1022.2809,147.4713,256.6527,63.0807,0.701308553,0.818311029,0.325554356,0.386298215,0.566324843,0.874831763,304383.2096,299540.2844,238233.9744,453113.2075,543112.782,210600,1065950000,884842000,74329000,24015000,72234000,10530000
"Beacon, NY",5613.9825,4029.477,722.484,578.463,185.1045,98.454,0.637666042,0.700894682,0.329407295,0.527522936,0.969846762,0.334572491,300609.3564,305460.7806,215220.7792,261616.7247,385349.1124,427000,1008845000,806111000,49716000,75084000,65124000,12810000
"Beaumont, CA",13968.896,6270.208,931.584,5248,856.576,662.528,0.77969798,0.845915159,0.705138774,0.717560976,0.777943814,0.752318393,297507.9199,304147.5833,393194.4444,286105.7012,306539.7554,173656.3786,3177979600,1579438400,254790000,1058877200,200477000,84397000
"Beaumont, TX",45421.3695,16162.1499,21075.6754,6255.1229,1014.6955,913.7258,0.52444151,0.693511474,0.412484584,0.500879016,0.458128079,0.351203501,165416.5324,215981.4314,129601.6624,92051.44695,204826.087,30666.66667,3901183500,2396098000,1114833500,286280000,94220000,9752000
"Beaver Falls, PA",3787.1232,3437.5408,252.6384,64.7656,9.2272,22.9512,0.716413768,0.74671265,0.439667129,0.285843102,0.386075949,0.572519084,181760.2395,185927.9843,90442.30769,227352.9412,50000,144090.9091,440223300,425217300,9406000,3865000,150000,1585000
"Beavercreek, OH",18502.9941,16257.0031,1061.4615,505.1382,251.4503,427.941,0.651308331,0.683722451,0.252437418,0.504429679,0.644048943,0.586928105,228489.3108,230813.5809,211596.9582,185533.8645,372389.9371,94878.54251,2701886100,2517022100,55650000,46569000,59210000,23435000
"Beaverton, OR",40306.3247,29891.6347,780.3839,4420.3377,4325.8123,888.1561,0.568529209,0.604536777,0.358373488,0.282136725,0.620234378,0.714856769,470680.3029,476580.5277,450559.5668,401235.4369,471916.9804,443288.2166,10659967500,8507439000,124805000,495927000,1253411500,278385000
"Bedford, OH",5531.8848,2003.1648,3316.1856,108.576,33.8208,70.1376,0.578441547,0.780449816,0.446936625,0.755172414,0.878228782,0.608540925,102677.7925,103837.0979,100726.568,74923.07692,191111.1111,123463.4146,310703000,151706000,142931000,5844000,5160000,5062000
"Bedford, TX",21281.8504,10906.7712,4591.8416,3843.3376,1310.7136,629.1864,0.444200172,0.588612696,0.173726724,0.33367394,0.622484729,0.218522206,240136.5069,242467.7878,217841.6988,227877.502,270339.5466,197126.8657,2194367400,1499420800,169263000,284619000,214649600,26415000
"Bedford Heights, OH",4547.8476,1646.8326,2726.2872,89.262,27.8046,57.6612,0.578441547,0.780449816,0.446936625,0.755172414,0.878228782,0.608540925,102378.9858,103866.8902,100054.6875,74968.75,190909.0909,123235.2941,252364200,123913200,115263000,4798000,4200000,4190000
"Beech Grove, IN",3520.1592,2860.1627,202.3011,253.8602,178.8894,24.9458,0.602792936,0.610899932,0.424332344,0.619548082,0.667039523,0.489304813,159032.5417,163174.122,131717.0732,106157.8947,185972.7273,208333.3333,314725400,264831600,10800800,16136000,20457000,2500000
"Bell, CA",8691.7992,249.9192,120.1392,8244.12,43.5072,34.1136,0.247973607,0.380811078,0.113168724,0.245157421,0.306818182,0.355072464,416183.6589,208166.6667,300000,424776.5094,500000,600000,873569500,18735000,3900000,837234500,6500000,7200000
"Bell Gardens, CA",10309.2052,296.4252,142.4952,9778.22,51.6032,40.4616,0.247973607,0.380811078,0.113168724,0.245157421,0.306818182,0.355072464,415700.2004,205694.4444,300000,424533.3049,500000,600000,1037172000,22215000,4800000,994257000,7500000,8400000
"Bella Vista, AR",12039.5055,9664.921,172.6775,1428.8615,441.672,331.3735,0.678051395,0.708165385,0.32733564,0.614535419,0.505952381,0.485755499,245455.0115,254471.831,314285.7143,178195.2663,205488.3721,262824.6753,1915040000,1662210000,17600000,150575000,44180000,40475000
"Bellaire, TX",5302.7562,3311.6482,495.4082,767.6228,617.4014,110.6756,0.420814255,0.475491267,0.0336034,0.411709241,0.456250666,0.383472057,791517.8257,846259.1766,425714.2857,491449.6644,874915.0579,646710.5263,1616279400,1212689400,5960000,146452000,226603000,24575000
"Belleville, IL",17149.043,12742.0394,3480.8561,414.214,265.1553,246.7782,0.665827522,0.777208003,0.268666723,0.7,0.519251925,0.617021277,181255.0622,181269.786,161298.5885,173891.2281,195183.8235,303377.4834,2040932000,1770462000,148556000,49559000,26545000,45810000
"Bellevue, PA",3687.8688,3372.3648,90.1824,104.496,80.3712,40.4544,0.735436141,0.77315479,0.144560358,0.217363344,0.463210702,0.787375415,254331.3099,251246.5116,203333.3333,293666.6667,481029.4118,237310.3448,636845600,605001600,2440000,6167000,16355000,6882000
"Bellevue, NE",21759.9888,18245.1516,1044.0048,1530.3444,456.6732,483.8148,0.701760747,0.745463666,0.519649335,0.386058981,0.457498272,0.675799087,241785.1847,238311.6192,321541.744,220120.0686,253446.6019,284480,3645878800,3199571800,173311000,128330000,52210000,92456000
"Bellflower, CA",21934.5154,3291.9306,3227.3796,13163.9874,1894.0028,357.215,0.402150011,0.476934234,0.295147618,0.394361195,0.515708319,0.36465154,492472.119,592925.5875,456915.9574,476500.2962,461233.298,413437.5,4239200000,908362000,429501000,2413474000,434943000,52920000
"Bellmawr, NJ",4137.4371,2862.492,864.5073,212.4777,110.7756,87.1845,0.735101737,0.793825799,0.615862006,0.496101003,0.679487179,0.642533937,236664.0382,248259.3527,193276.6798,226510.4167,277986.1111,153490.566,669285900,521592900,97798000,21745000,20015000,8135000
"Bellmead, TX",3595.0588,2667.736,301.89,519.0426,32.6874,73.7028,0.76228717,0.82049948,0.517701149,0.618130766,0.658174098,0.718455744,214709.5355,224163.9218,164076.9231,173846.8227,243157.8947,225670,526897200,435550500,23463000,51980200,4620000,11283500
"Bellwood, IL",6733.4172,3137.4081,1800.4098,1510.3901,201.7203,83.4889,0.708119007,0.832396334,0.574991094,0.606200014,0.675675676,0.830985915,282841.4314,332542.5703,198691.0282,220665.1635,356363.6364,358823.5294,1292302500,828031000,197101500,195730000,47040000,24400000
"Belmont, CA",10742.963,6745.893,239.743,1491.238,1933.169,332.92,0.548421232,0.625109085,0.121930567,0.28233052,0.559487556,0.429268293,1696719.285,1795149.204,1485714.286,1176411.247,1565683.46,1365875.912,9686570400,7329594200,41600000,481152200,1647099000,187125000
"Belmont, NC",3999.3898,2700.9614,925.425,274.7484,48.7162,49.5388,0.599744041,0.732462522,0.275555556,0.400532269,0.842401501,0.28597786,214513.5464,221339.4089,195904.5643,141326.9231,221756.7568,165076.9231,476649100,404387100,47213000,14698000,8205000,2146000
"Belton, TX",7176.1634,4754.323,714.2814,1449.8274,138.0456,119.686,0.618456207,0.691824514,0.459899138,0.472309049,0.496632997,0.561165049,212064.6681,219510.7246,153066.2461,201803.9816,235184.6154,224444.4444,891307800,681580800,48522000,131778000,15287000,14140000
"Belvidere, IL",9568.0413,8299.4169,171.5214,793.6827,224.1753,79.245,0.807170596,0.83458168,0.211498973,0.729975594,0.704634721,0.288888889,173630.9192,175406.0835,152285.7143,149803.8529,199303.2258,100000,1309003500,1185043500,5330000,85538000,30892000,2200000
"Benbrook, TX",9727.1002,5812.5126,1763.151,1771.5104,259.312,120.6142,0.49334409,0.583340671,0.226898887,0.442026194,0.644078947,0.480905233,315982.3389,346442.7999,240947.5578,214599.2116,354285.7143,341272.7273,1456362600,1123514000,93728600,163310000,57040000,18770000
"Benicia, CA",10153.0216,3858.8528,2238.8504,1922.5296,1792.4224,340.3664,0.605096477,0.717032171,0.361501957,0.493116153,0.756031614,0.776013143,498758.9511,516906.8719,494306.0453,470654.4276,506455.3094,386533.0739,2967117000,1376523000,392479000,435826000,662950000,99339000
"Bensenville, IL",6680.9792,4353.2272,313.9392,1403.5856,539.1496,71.0776,0.728203435,0.847404243,0.057730924,0.523242758,0.671148787,0.869179601,320979.7829,334223.7841,240000,256741.2587,342971.4286,195254.2373,1508284000,1188834000,4320000,183570000,120040000,11520000
"Benton, IL",2914.2256,2632.4512,153.8216,37.4872,67.0784,23.3872,0.64918845,0.684868308,0.250794427,0.50551655,0.346973094,0.350482315,125444.8161,126569.0141,70062.5,35625,185000,185714.2857,187540000,179728000,2242000,570000,3700000,1300000
